pattern	regex->SR (milliseconds)	SR->NCA (milliseconds)	|NCA|	regex->NFA (milliseconds)	NFA->DFA (milliseconds)	DFA->min (milliseconds)	|NFA|	|DFA|	|min|
0{3,}|1{3,}|2{3,}|3{3,}|4{3,}|5{3,}|6{3,}|7{3,}|8{3,}|9{3,}	1.06547	0.14366	12	0.10839	3.85093	0.30105	61	22	22
^04[0-9]{8}	0.17162	0.0126	4	0.01236	5E-05	0.03034	11	11	11
(^(((GIR)\s{0,1}((0AA))))|(([A-PR-UWYZ][0-9][0-9]?)|([A-PR-UWYZ][A-HK-Y][0-9][0-9]?)|([A-PR-UWYZ][0-9][A-HJKSTUW])|([A-PR-UWYZ][A-HK-Y][0-9][ABEHMNPRVWXY]))\s{0,1}([0-9][ABD-HJLNP-UW-Z]{2})$)	2.62911	0.25391	19	0.15732	0.78583	0.48677	33	57	30
^((18[5-9][0-9])|((19|20)[0-9]{2})|(2100))$	0.27139	0.03891	11	0.04813	0.03067	0.03851	12	10	9
^[0-9]{10}$|^\(0[1-9]{1}\)[0-9]{8}$|^[0-9]{8}$|^[0-9]{4}[ ][0-9]{3}[ ][0-9]{3}$|^\(0[1-9]{1}\)[ ][0-9]{4}[ ][0-9]{4}$|^[0-9]{4}[ ][0-9]{4}$	0.43342	0.06727	15	0.12821	0.22079	0.13037	61	38	30
^(([+]31|0031)\s\(0\)([0-9]{9})|([+]31|0031)\s0([0-9]{9})|0([0-9]{9}))$	1.14514	0.05491	14	0.1113	0.10832	0.13121	45	38	21
^(([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w ]*.*))+\.((html|HTML)|(htm|HTM))$	31.00581	0.2757	20	0.12499	0.47368	0.25047	29	32	16
^(0|([1-9]\d{0,3}|[1-5]\d{4}|[6][0-5][0-5]([0-2]\d|[3][0-5])))$	1.83641	0.0534	9	0.0806	0.18012	0.09416	17	17	10
PL\d{2}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}|PL\d{26}	2.26162	0.04071	12	0.22993	2.3821	0.21265	65	54	54
DE\d{2}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{2}|DE\d{20}	2.32132	0.03743	11	0.12213	2.01381	0.18628	52	43	43
CH\d{2}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{1}|CH\d{19}	2.19538	0.03354	12	0.09112	1.81955	0.16377	50	42	42
SE\d{2}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}|SE\d{22}	2.08381	0.03271	11	0.09903	2.02423	0.17541	56	45	45
ES\d{2}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}|ES\d{22}	2.21854	0.03416	11	0.09795	1.99418	0.22047	56	45	45
AD\d{2}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}|AD\d{22}	2.12114	0.09585	11	0.19893	3.64901	0.33236	56	45	45
SK\d{2}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}|SK\d{22}	2.5365	0.04457	11	0.12141	2.40733	0.21967	56	45	45
CZ\d{2}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}|CZ\d{22}	2.34607	0.04227	11	0.09559	1.8972	0.17634	56	45	45
^\d{2,6}-\d{2}-\d$	1.3751	0.0157	5	0.01432	0.05984	0.07248	13	12	12
((http|ftp|https):\/\/w{3}[\d]*.|(http|ftp|https):\/\/|w{3}[\d]*.)([\w\d\._\-#\(\)\[\]\\,;:]+@[\w\d\._\-#\(\)\[\]\\,;:])?([a-z0-9]+.)*[a-z\-0-9]+.([a-z]{2,3})?[a-z]{2,6}(:[0-9]+)?(\/[\/a-z0-9\._\-,]+)*[a-z0-9\-_\.\s\%]+(\?[a-z0-9=%&amp;\.\-,#]+)?	59.86386	0.95866	40	0.3658	411.58365	45.46531	78	4279	161
^((67\d{2})|(4\d{3})|(5[1-5]\d{2})|(6011))-?\s?\d{4}-?\s?\d{4}-?\s?\d{4}|3[4,7]\d{13}$	3.61647	0.64512	18	0.19868	146.67336	14.82382	55	1638	1638
^[1-9][0-9]{3}$	0.12018	0.00774	2	0.00859	5E-05	0.01916	5	5	5
^[0-4][0-9]{2}[\s][B][P][\s][0-9]{3}$	0.43396	0.01776	6	0.01869	5E-05	0.03003	11	11	11
^[9][7|8][1|0][0-9]{2}$	0.14104	0.01319	4	0.01612	3E-05	0.02272	6	6	6
^[0-9]{5}$	0.08516	0.00607	2	0.00485	7E-05	0.0172	6	6	6
^[F][O][\s]?[0-9]{3}$	0.4143	0.0155	4	0.01486	0.03582	0.02697	8	7	7
^[1-9][0-9]{3}$	0.09902	0.0067	2	0.01437	8E-05	0.02545	5	5	5
^[0-9]{5}$	0.09797	0.00661	2	0.00854	9E-05	0.02982	6	6	6
^[0-9]{5}$	0.10384	0.00659	2	0.00963	7E-05	0.02824	6	6	6
^[0-9]{4}$	0.08411	0.00592	2	0.00818	6E-05	0.02539	5	5	5
^[H][R][\-][0-9]{5}$	0.14063	0.00993	4	0.02307	5E-05	0.04491	9	9	9
^[0-9]{3}[-][0-9]{4}$	0.10868	0.01092	3	0.01463	0.00011	0.55442	9	9	9
^[B|K|T|P][A-Z][0-9]{4}$	0.15561	0.00923	3	0.02113	9E-05	0.02865	7	7	7
^([A-Z]{2}[\s]|[A-Z]{2})[\w]{2}$	11.76256	0.03212	4	0.02241	0.01933	0.02336	7	6	6
^[0-9]{6}$	0.10575	0.00674	2	0.00528	4E-05	0.02104	7	7	7
^[1-9][0-9]{3}$	0.10092	0.00705	2	0.0083	4E-05	0.01629	5	5	5
^([1][0-9]|[0-9])[1-9]{2}$	0.14083	0.01391	3	0.02106	0.02262	0.0277	5	7	7
^[A][Z](.?)[0-9]{4}$	0.12558	0.01348	4	0.01511	0.04285	0.03692	9	12	12
^([A-Z]{2}[0-9]{3})|([A-Z]{2}[\ ][0-9]{3})$	0.22058	0.02314	6	0.04425	0.40666	0.05457	15	13	13
^[0-9]{5}$	0.08388	0.00608	2	0.00478	7E-05	0.01739	6	6	6
^((100)|(\d{0,2}))$	1.41268	0.02115	5	0.01748	0.01848	0.02615	6	6	5
(^\d{5}\-\d{3}$)|(^\d{2}\.\d{3}\-\d{3}$)|(^\d{8}$)	1.45904	0.02994	6	0.04585	0.04836	0.0609	26	19	14
^[1-9]{1}[0-9]{3}$	0.0981	0.00667	2	0.00783	6E-05	0.0154	5	5	5
^[1-9]{1}[0-9]{3}$	0.11043	0.00723	2	0.0078	7E-05	0.01542	5	5	5
^\+?\(?\d+\)?(\s|\-|\.)?\d{1,3}(\s|\-|\.)?\d{4}$	1.91259	0.06272	7	0.20376	0.17026	0.12346	21	27	27
^\+?\(?\d+\)?(\s|\-|\.)?\d{1,3}(\s|\-|\.)?\d{4}$	1.91705	0.06011	7	0.02827	0.15257	0.11256	21	27	27
^(.){0,20}$	0.02007	0.00416	2	0.17235	4.51476	0.09784	210	21	21
^([A-Z\d]{3})[A-Z]{2}\d{2}([A-Z\d]{1})([X\d]{1})([A-Z\d]{3})\d{5}$	2.18839	0.10913	7	0.0308	6E-05	0.06053	18	18	18
(([a-zA-Z]{3}[0-9]{3})|(\w{2}-\w{2}-\w{2})|([0-9]{2}-[a-zA-Z]{3}-[0-9]{1})|([0-9]{1}-[a-zA-Z]{3}-[0-9]{2})|([a-zA-Z]{1}-[0-9]{3}-[a-zA-Z]{2}))	35.27027	0.08288	17	0.13067	3.29007	0.40464	47	48	48
(^[0-9]{0,10}$)	0.09651	0.0071	2	0.00817	6E-05	0.07063	11	11	11
^(6553[0-5]|655[0-2]\d|65[0-4]\d\d|6[0-4]\d{3}|[1-5]\d{4}|[1-9]\d{0,3}|0)$	2.63152	0.123	17	0.07779	0.07993	0.09944	31	25	10
^(4915[0-1]|491[0-4]\d|490\d\d|4[0-8]\d{3}|[1-3]\d{4}|[1-9]\d{0,3}|0)$	2.65094	0.08984	17	0.07728	0.08341	0.10512	31	25	10
^(6553[0-5]|655[0-2]\d|65[0-4]\d\d|6[0-4]\d{3}|5\d{4}|49[2-9]\d\d|491[6-9]\d|4915[2-9])$	3.76345	0.14793	25	0.10046	0.10592	0.09225	34	23	14
^(4915[0-1]|491[0-4]\d|490\d\d|4[0-8]\d{3}|[1-3]\d{4}|[2-9]\d{3}|1[1-9]\d{2}|10[3-9]\d|102[4-9])$	4.33105	0.15449	23	0.09971	0.11091	0.13462	34	28	16
^(102[0-3]|10[0-1]\d|[1-9][0-9]{0,2}|0)$	1.65521	0.06287	9	0.03957	0.03617	0.0463	13	11	8
^[1-9]{3}\s{0,1}[0-9]{3}$	0.34503	0.02519	3	0.01257	0.03574	0.02984	9	8	8
^(([0-9]{5})*-([0-9]{4}))|([0-9]{5})$	0.4839	0.05	5	0.04424	0.44617	0.06803	19	21	21
(^\d*\.\d{2}$)	1.17229	0.01151	3	0.01144	0.03031	0.0227	5	4	4
^([1-9]{1}[\d]{0,2}(\.[\d]{3})*(\,[\d]{0,2})?|[1-9]{1}[\d]{0,}(\,[\d]{0,2})?|0(\,[\d]{0,2})?|(\,[\d]{1,2})?)$	1.93158	0.08082	7	0.06911	0.14424	0.12985	24	25	14
(^(\d{2}.\d{3}.\d{3}/\d{4}-\d{2})|(\d{14})$)|(^(\d{3}.\d{3}.\d{3}-\d{2})|(\d{11})$)	4.48244	0.18537	12	0.1649	2.1618	0.23898	64	56	56
^(([_\w-+!#$%&amp;'*/=?^`{}|~]+(\.[_\w-+!#$%&amp;'*/=?^`{}|~]+)*)|(&quot;([ _\w-+!#$%&amp;'*/=?^`{}|~]+(\.[ _\w-+!#$%&amp;'*/=?^`{}|~]+)*)&quot;))@[\w-]{1,63}(\\.[\w-]{1,63})*(\.[_\w-]{2,6})$	31.07819	0.15029	19	0.64339	2.5634	3.16956	161	176	91
^[ .a-zA-Z0-9:-]{1,150}$	0.10644	0.00612	2	0.12511	0.00033	1.50046	151	151	151
^[1-9]{1}[0-9]{3}\s?[a-zA-Z]{2}$	0.46807	0.01667	3	0.0431	0.32854	0.0764	9	8	8
\d{1,3}[.]\d{1,3}[.]\d{1,3}[.]\d{1,3}\s.\s.\s\[\d{2}\/\D{3}\/\d{4}:\d{1,2}:\d{1,2}:\d{1,2}\s.\d{4}\]\s\&quot;\S*\s\S*\s\S*\&quot;\s\d{1,3}\s\S*\s\&quot;.*\&quot;\s\&quot;.*\&quot;	9.6528	0.32186	61	0.28321	38.41942	21.08337	110	1494	456
^[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}$	0.18655	0.02301	6	0.07635	0.00013	1.93426	30	30	30
^((A[ABEHKLMPRSTWXYZ])|(B[ABEHKLMT])|(C[ABEHKLR])|(E[ABEHKLMPRSTWXYZ])|(GY)|(H[ABEHKLMPRSTWXYZ])|(J[ABCEGHJKLMNPRSTWXYZ])|(K[ABEHKLMPRSTWXYZ])|(L[ABEHKLMPRSTWXYZ])|(M[AWX])|(N[ABEHLMPRSWXYZ])|(O[ABEHKLMPRSX])|(P[ABCEGHJLMNPRSTWXY])|(R[ABEHKMPRSTWXYZ])|(S[ABCGHJKLMNPRSTWXYZ])|(T[ABEHKLMPRSTWXYZ])|(W[ABEKLMP])|(Y[ABEHKLMPRSTWXYZ])|(Z[ABEHKLMPRSTWXY]))\d{6}([A-D]|\s)$	6.36338	0.23587	16	3.72177	0.00031	2.65178	28	28	22
^(\$\ |\$)?((0|00|[1-9]\d*|([1-9]\d{0,2}(\,\d{3})*))(\.\d{1,4})?|(\.\d{1,4}))$	2.2151	0.08651	9	0.23762	3.96035	0.3599	26	23	18
^(((0?[1-9]|1[012])/(0?[1-9]|1\d|2[0-8])|(0?[13456789]|1[012])/(29|30)|(0?[13578]|1[02])/31)/(19|[2-9]\d)\d{2}|0?2/29/((19|[2-9]\d)(0[48]|[2468][048]|[13579][26])|(([2468][048]|[3579][26])00)))$	5.38005	0.33558	41	5.64115	1.04027	3.77454	47	33	32
(((^[BEGLMNS][1-9]\d?)|(^W[2-9])|(^(A[BL]|B[ABDHLNRST]|C[ABFHMORTVW]|D[ADEGHLNTY]|E[HNX]|F[KY]|G[LUY]|H[ADGPRSUX]|I[GMPV]|JE|K[ATWY]|L[ADELNSU]|M[EKL]|N[EGNPRW]|O[LX]|P[AEHLOR]|R[GHM]|S[AEGKL-PRSTWY]|T[ADFNQRSW]|UB|W[ADFNRSV]|YO|ZE)\d\d?)|(^W1[A-HJKSTUW0-9])|(((^WC[1-2])|(^EC[1-4])|(^SW1))[ABEHMNPRVWXY]))(\s*)?([0-9][ABD-HJLNP-UW-Z]{2}))$|(^GIR\s?0AA$)	14.44524	0.94789	46	0.72976	0.97384	0.41114	55	49	41
^\({0,1}0(2|3|7|8)\){0,1}(\ |-){0,1}[0-9]{4}(\ |-){0,1}[0-9]{4}$	0.74584	0.18149	7	0.03432	0.07434	0.05662	19	15	15
^\d{3}-\d{7}[0-6]{1}$	2.02033	0.03003	4	0.01864	6E-05	0.04692	13	13	13
(((file|gopher|news|nntp|telnet|http|ftp|https|ftps|sftp)://)|(www\.))+(([a-zA-Z0-9\._-]+\.[a-zA-Z]{2,6})|([0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}))(/[a-zA-Z0-9\&amp;%_\./-~-]*)?	2.94238	0.50674	39	0.40279	64.77757	8.11136	114	781	75
^\$( )*\d*(.\d{1,2})?$	1.31107	0.02327	4	0.03627	0.13141	0.12228	7	9	6
((http\://|https\://|ftp\://)|(www.))+(([a-zA-Z0-9\.-]+\.[a-zA-Z]{2,4})|([0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}))(/[a-zA-Z0-9%:/-_\?\.'~]*)?	1.49125	0.17676	22	0.34671	15.78857	3.064	74	347	49
^(\$)?(([1-9]\d{0,2}(\,\d{3})*)|([1-9]\d*)|(0))(\.\d{2})?$	1.66659	0.05594	7	0.22798	0.25967	0.28429	16	14	14
(?<Sedol>[B-Db-dF-Hf-hJ-Nj-nP-Tp-tV-Xv-xYyZz\d]{6}\d)	2.35004	0.00888	2	0.06086	0.20565	0.11431	9	14	8
^0$|^[1-9][0-9]*$|^[1-9][0-9]{0,2}(,[0-9]{3})$	0.18102	0.02	5	0.09233	0.12409	0.13368	11	10	9
^\-?[0-9]{1,3}(\,[0-9]{3})*(\.[0-9]+)?$|^[0-9]+(\.[0-9]+)?$	0.25499	0.04202	6	0.10698	0.21685	0.26948	17	19	14
^(((0[1-9]|1[012])/(0[1-9]|1\d|2[0-8])|(0[13456789]|1[012])/(29|30)|(0[13578]|1[02])/31)/[2-9]\d{3}|02/29/(([2-9]\d)(0[48]|[2468][048]|[13579][26])|(([2468][048]|[3579][26])00)))$	5.47916	0.37832	38	0.26473	0.14657	0.13397	40	31	30
^(\d{2}((0[1-9]|1[012])(0[1-9]|1\d|2[0-8])|(0[13456789]|1[012])(29|30)|(0[13578]|1[02])31)|([02468][048]|[13579][26])0229)$	3.74631	0.28339	23	0.23016	0.11792	0.11431	25	21	20
^([2-9]\d{3}((0[1-9]|1[012])(0[1-9]|1\d|2[0-8])|(0[13456789]|1[012])(29|30)|(0[13578]|1[02])31)|(([2-9]\d)(0[48]|[2468][048]|[13579][26])|(([2468][048]|[3579][26])00))0229)$	4.99932	0.24521	30	0.3048	0.17527	0.14627	34	27	25
29\sFebruary\s((0[48]|[2468][048]|[13579][26])00|[0-9]{2}(0[48]|[2468][048]|[13579][26]))	1.97569	0.13455	23	0.16129	4.28219	1.35161	27	448	28
\w{5,255}	17.90901	0.01003	1	0.24328	19.28142	0.36214	258	262	6
(?i)(pharmacy)|((p(.{1,3})?h(.{1,3})?a(.{1,3})?r(.{1,3)?m(.{1,3})?a(.{1,3})?c(.{1,3})?y))	2.09066	0.33282	27	0.22178	321.16227	36.42479	49	1193	1193
^(((0[1-9]|[12]\d|3[01])\/(0[13578]|1[02])\/((19|[2-9]\d)\d{2}))|((0[1-9]|[12]\d|30)\/(0[13456789]|1[012])\/((19|[2-9]\d)\d{2}))|((0[1-9]|1\d|2[0-8])\/02\/((19|[2-9]\d)\d{2}))|(29\/02\/((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00))))$	6.59243	0.36667	44	0.34135	0.30432	0.2242	57	55	36
^([0-9a-zA-Z]+[-._+&amp;])*[0-9a-zA-Z]+@([-0-9a-zA-Z]+[.])+[a-zA-Z]{2,6}$	0.43786	0.08929	8	0.04646	0.09195	0.07008	19	13	11
(^\([0]\d{2}\))(\d{6,7}$)	1.33525	0.01751	4	0.01494	3E-05	0.03444	13	13	13
^(\$|)([1-9]\d{0,2}(\,\d{3})*|([1-9]\d*))(\.\d{2})?$	1.78756	0.06249	6	0.05355	0.4337	0.09849	15	13	13
^(\$|)([1-9]+\d{0,2}(\,\d{3})*|([1-9]+\d*))(\.\d{2})?$	1.77291	0.10909	8	0.0764	0.16579	0.15144	17	16	13
^([A-Z|a-z]{2}\s{1}\d{2}\s{1}[A-Z|a-z]{1,2}\s{1}\d{1,4})?([A-Z|a-z]{3}\s{1}\d{1,4})?$	2.00704	0.04192	7	0.04449	0.10907	0.10264	24	22	22
^(X(-|\.)?0?\d{7}(-|\.)?[A-Z]|[A-Z](-|\.)?\d{7}(-|\.)?[0-9A-Z]|\d{8}(-|\.)?[A-Z])$	2.2118	0.11529	10	0.08573	0.22832	0.1766	38	41	31
^\.([rR]([aA][rR]|\d{2})|(\d{3})?)$	1.39179	0.02248	7	0.03637	4E-05	0.03207	9	9	7
^(1|2|3)((\d{2}((0[13578]|1[02])(0[1-9]|[12]\d|3[01])|(0[13456789]|1[012])(0[1-9]|[12]\d|30)|02(0[1-9]|1\d|2[0-8])))|([02468][048]|[13579][26])0229)(\d{5})$	3.95467	0.24012	23	0.21939	0.14016	0.25402	33	30	26
^\s*-?(\d*\.)?([0-2])?[0-9]:([0-5])?[0-9]:([0-5])?[0-9](\.[0-9]{1,7})?\s*$	2.67241	0.12905	15	0.05061	0.21204	0.15278	28	23	22
^[\.\w&#230;&#248;&#229;-]+@([a-z&#230;&#248;&#229;0-9]+([\.-]{0,1}[a-z&#230;&#248;&#229;0-9]+|[a-z&#230;&#248;&#229;0-9]?))+\.[a-z]{2,6}$	16.22553	0.0898	8	0.09683	0.29268	0.25786	25	41	20
^[ \w]{3,}([A-Za-z]\.)?([ \w]*\#\d+)?(\r\n| )[ \w]{3,},\x20[A-Za-z]{2}\x20\d{5}(-\d{4})?$	25.15547	0.15263	13	0.07172	0.58138	0.43367	34	56	40
(077|078|079)\s?\d{2}\s?\d{6}	3.1455	0.09193	11	0.05096	1.62144	0.65138	23	125	40
(02\d\s?\d{4}\s?\d{4})|(01\d{2}\s?\d{3}\s?\d{4})|(01\d{3}\s?\d{5,6})|(01\d{4}\s?\d{4,5})	3.43316	0.16195	16	0.13324	37.01594	1.26191	63	168	168
^\(\d{3}\) ?\d{3}( |-)?\d{4}|^\d{3}( |-)?\d{3}( |-)?\d{4}	1.86763	0.06362	7	0.06967	0.12898	0.10039	31	27	18
^([0-9a-fA-F]){8}$	0.08902	0.00615	2	0.0191	5E-05	0.0252	9	9	9
^-?[0-9]{0,2}(\.[0-9]{1,2})?$|^-?(100)(\.[0]{1,2})?$	0.22918	0.05571	8	0.0468	0.07877	0.06876	17	13	12
^[^\\\./:\*\?\"<>\|]{1}[^\\/:\*\?\"<>\|]{0,254}$	0.16234	0.00758	2	0.13665	0.0001	0.97937	256	256	256
^[0-9]{4}((0[1-9])|(1[0-2]))$	0.15333	0.02664	5	0.02182	0.00011	0.02557	8	8	8
^(?<national>\+?(?:86)?)(?<separator>\s?-?)(?<phone>(?<vender>13[0-4])(?<area>\d{4})(?<id>\d{4}))$	2.33136	0.08075	10	0.04177	0.10436	0.07289	21	17	17
^(?:[ -~]{10,25}(?:$|(?:[\w!?.])\s))	11.13288	0.03212	4	0.04726	0.87764	0.76239	29	71	43
(\d{6}[-\s]?\d{12})|(\d{4}[-\s]?\d{4}[-\s]?\d{4}[-\s]?\d{4})	2.85573	0.06145	8	0.14543	2.97733	0.18666	47	41	41
^(([A-Z]{1,2}[0-9]{1,2})|([A-Z]{1,2}[0-9][A-Z]))\s?([0-9][A-Z]{2})$	0.46787	0.04383	8	0.04067	0.06606	0.04644	17	10	10
^((?:\+27|27)|0)(=72|82|73|83|74|84)(\d{7})$	2.49416	0.05051	9	0.06393	0.05611	0.06296	20	17	16
^([30|36|38]{2})([0-9]{12})$	0.14266	0.02098	3	0.02227	4E-05	0.0443	15	15	15
^([6011]{4})([0-9]{12})$	0.10575	0.01544	3	0.01972	6E-05	0.05213	17	17	17
^([34|37]{2})([0-9]{13})$	0.10948	0.01828	3	0.01583	8E-05	0.09416	16	16	16
^([51|52|53|54|55]{2})([0-9]{14})$	0.10654	0.02996	3	0.01585	6E-05	0.0429	17	17	17
^([4]{1})([0-9]{12,15})$	0.10098	0.00666	2	0.01836	9E-05	0.06201	17	17	17
^([0-9]{5})([\-]{1}[0-9]{4})?$	0.11176	0.01229	3	0.01352	8E-05	0.04204	11	11	11
^[-+]?[0-9]\d{0,2}(\.\d{1,2})?%?$	1.55097	0.02701	5	0.02306	0.06369	0.0598	12	9	9
^\-?\(?([0-9]{0,3}(\,?[0-9]{3})*(\.?[0-9]*))\)?$	0.25378	0.08949	6	0.03107	0.26908	0.13304	18	17	11
^(9,)*([1-9]\d{2}-?)*[1-9]\d{2}-?\d{4}$	1.55573	0.06146	7	0.04572	0.08791	0.06758	17	15	15
^[A-Za-z0-9](([_\.\-]?[a-zA-Z0-9]+)*)@([A-Za-z0-9]+)(([\.\-]?[a-zA-Z0-9]+)*)\.([A-Za-z]{2,})$	0.3883	0.07311	7	0.06568	0.09751	0.06722	16	12	7
^(?<link>((?<prot>http:\/\/)*(?<subdomain>(www|[^\-\n]*)*)(\.)*(?<domain>[^\-\n]+)\.(?<after>[a-zA-Z]{2,3}[^>\n]*)))$	0.71848	0.27529	16	0.08988	0.58648	0.27972	21	34	6
^((A(((H[MX])|(M(P|SN))|(X((D[ACH])|(M[DS]))?)))?)|(K7(A)?)|(D(H[DLM])?))(\d{3,4})[ABD-G][CHJK-NPQT-Y][Q-TV][1-4][B-E]$	4.03879	0.21477	18	0.126	0.25552	0.12924	28	26	22
^[0-9]{4}-(((0[13578]|(10|12))-(0[1-9]|[1-2][0-9]|3[0-1]))|(02-(0[1-9]|[1-2][0-9]))|((0[469]|11)-(0[1-9]|[1-2][0-9]|30)))$	0.65652	0.10067	20	0.14758	0.07689	0.09903	27	23	19
^([0]?[1-9]|[1][0-2])[./-]([0]?[1-9]|[1|2][0-9]|[3][0|1])[./-]([0-9]{4}|[0-9]{2})$	0.32856	0.06848	12	0.06886	0.08195	0.06863	17	15	15
(?<zip5>^\d{5})([\- ]?(?<plus4>\d{4})?$)	1.19991	0.02285	4	0.02638	0.16344	0.04409	12	11	11
^\(?(?<AreaCode>[2-9]\d{2})(\)?)(-|.|\s)?(?<Prefix>[1-9]\d{2})(-|.|\s)?(?<Suffix>\d{4})$	1.73173	0.08143	7	0.0537	0.09901	0.08582	19	26	26
[1-2][0|9][0-9]{2}[0-1][0-9][0-3][0-9][-][0-9]{4}	0.34481	0.03654	9	0.04233	1.33536	0.92685	14	132	63
^(\([2-9]|[2-9])(\d{2}|\d{2}\))(-|.|\s)?\d{3}(-|.|\s)?\d{4}$	1.75269	0.09862	8	0.06816	0.1098	0.12678	18	26	26
^\d{5}((\-|\s)?\d{4})?$	1.32286	0.01947	3	0.01597	0.04335	0.03867	12	11	11
^\d{5}((-|\s)?\d{4})?$	1.40846	0.04301	3	0.01514	0.0422	0.03794	12	11	11
^(\$|R\$|\-\$|\-R\$|\$\-|R\$\-|-)?([0-9]{1}[0-9]{0,2}(\.[0-9]{3})*(\,[0-9]{0,2})?|[1-9]{1}[0-9]{0,}(\,[0-9]{0,2})?|0(\,[0-9]{0,2})?|(\,[0-9]{1,2})?)$	0.58853	0.09332	12	0.35032	0.24172	0.22916	33	33	20
^\+?972(\-)?0?[23489]{1}(\-)?[^0\D]{1}\d{6}$	1.82045	0.04983	10	0.03212	0.07863	0.06028	20	16	16
^([a-zA-z\s]{2,})$	0.23823	0.0065	2	0.00508	5E-05	0.01148	3	3	3
^([0-9]{3,4})$	0.08624	0.0062	2	0.00527	6E-05	0.01564	5	5	5
urn:[a-z0-9]{1}[a-z0-9\-]{1,31}:[a-z0-9_,:=@;!'%/#\(\)\+\-\.\$\*\?]+	0.53208	0.03194	9	0.06458	4.86072	2.43818	41	400	42
^([a-zA-z\s]{4,32})$	0.2391	0.00665	2	0.01364	6E-05	0.11353	33	33	33
^(?<CountryPrefix>DK-)?(?<ZipCode>[0-9]{4})$	0.14963	0.01664	4	0.0171	0.03463	0.02876	9	8	8
^[9]9\d{10}|^[5]\d{10}	1.28653	0.0417	4	0.04047	7E-05	0.07664	24	24	13
^([A-Z|a-z]{2}-\d{2}-[A-Z|a-z]{2}-\d{1,4})?([A-Z|a-z]{3}-\d{1,4})?$	1.62316	0.03915	7	0.03791	0.08985	0.1302	23	22	22
((([7-9])(\d{3})([-])(\d{4}))|(([7-9])(\d{7})))	3.20577	0.04025	5	0.05691	5.16134	0.19339	20	32	32
(^(\d{2}.\d{3}.\d{3}/\d{4}-\d{2})|(\d{14})$)	3.05674	0.11269	8	0.06478	0.94016	0.15974	36	46	46
(^\d{3,4}\-\d{4}$)|(^\d{7,8}$)	1.37551	0.01937	4	0.03386	0.06963	0.05309	19	14	13
(^(\d{3}.\d{3}.\d{3}-\d{2})|(\d{11})$)	2.36871	0.0302	7	0.05429	0.72055	0.12538	29	39	39
^\(0[1-9]{1}\)[0-9]{8}$	0.16104	0.0129	5	0.01553	4E-05	0.03396	13	13	13
^(\d+|(\d*\.{1}\d{1,2}){1})$	1.39285	0.01914	4	0.0223	0.20272	0.0208	8	5	5
^\+?[a-z0-9](([-+.]|[_]+)?[a-z0-9]+)*@([a-z0-9]+(\.|\-))+[a-z]{2,6}$	0.36206	0.08838	10	0.07261	0.14124	0.09472	22	16	13
^((?:[A-Z](?:('|(?:[a-z]{1,3}))[A-Z])?[a-z]+)|(?:[A-Z]\.))(?:([ -])((?:[A-Z](?:('|(?:[a-z]{1,3}))[A-Z])?[a-z]+)|(?:[A-Z]\.)))?$	0.40842	0.05846	16	0.09522	0.1126	0.12206	25	18	18
^(((0?[1-9]|[12]\d|3[01])\.(0[13578]|[13578]|1[02])\.((1[6-9]|[2-9]\d)\d{2}))|((0?[1-9]|[12]\d|30)\.(0[13456789]|[13456789]|1[012])\.((1[6-9]|[2-9]\d)\d{2}))|((0?[1-9]|1\d|2[0-8])\.0?2\.((1[6-9]|[2-9]\d)\d{2}))|(29\.0?2\.((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00))))$	7.05075	0.48902	44	0.35702	0.4385	0.25048	62	55	36
^([-]?[0-9]?(\.[0-9]{0,2})?)$|^([-]?([1][0-1])(\.[0-9]{0,2})?)$|^([-]?([1][0-3](\.[0]{0,2})))$	0.33599	0.05115	10	0.06576	0.0936	0.08531	22	17	10
^((\d(\x20)\d{2}(\x20)\d{2}(\x20)\d{2}(\x20)\d{3}(\x20)\d{3}((\x20)\d{2}|))|(\d\d{2}\d{2}\d{2}\d{3}\d{3}(\d{2}|)))$	2.09978	0.06945	13	0.07588	0.08331	0.14758	37	36	34
